Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,9991,ACTIVE,LINCOLN,CORSAIR,2023,BLACK,Gasoline,N,ADAN MOHAMED SANTUR,1617 W. DEVON AVE.,CHICAGO,IL,60660,,,9991Livery
Taxi,3226,SURRENDER,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,3226 TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3226Taxi
Taxi,1602,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GIGI TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1602Taxi
Livery,7563,ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,SONBLAYA TRANSPORT INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7563Livery
Livery,8459,ACTIVE,LINCOLN,NAVIGATOR L,2020,BLACK,Gasoline,N,CHHAYAL ENTERPRISE INC.,5245 S. MAY ST.,CHICAGO,IL,60609,,,8459Livery
Medicar,42948,INACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,CHICAGO MEZUZAH AND MITZVAH CAMPAIGNS,2939 W. TOUHY AVE.,CHICAGO,IL,60645,,,42948Medicar
Taxi,6625,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,"NIKE YOMI, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6625Taxi
Taxi,6288,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC - SERIES I",4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6288Taxi
Taxi,4746,ACTIVE,TOYOTA,CAMRY,2017,BLUE/WHITE,Hybrid,N,M & W TAXI INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Koam Taxi Association,Owner-Operator,4746Taxi
Horse Drawn Carriage,58,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,ROYAL CARRIAGE LIMITED.,1410 N. ORLEANS ST.,CHICAGO,IL,60610,,,58Horse Drawn Carriage
Medicar,18183,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18183Medicar
Ambulance,749931,INACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,749931Ambulance
Horse Drawn Carriage,55,INACTIVE,MARTIN,VIS-A-VIS,,BLACK,Horse,N,GOLD COAST HORSE & CARRIAGE,2026 W. CARROLL AVE.,CHICAGO,IL,60612,,,55Horse Drawn Carriage
Livery,8108,VIOLATION,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,GTS LIMOS INC,1726 N. CALIFORNIA AVE.,CHICAGO,IL,60647,,,8108Livery
Charter Sightseeing,7241,INACTIVE,FREIGHLINE,TROLLEY,1998,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7241Charter Sightseeing
Ambulance,5412,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/ORANGE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5412Ambulance
Medicar,18184,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18184Medicar
Livery,9430,VIOLATION,GMC,YUKON XL,2018,BLACK,Gasoline,N,BSAFE INC,5719 N. ARTESIAN AVE.,CHICAGO,IL,60659,,,9430Livery
Taxi,56,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,BRIGHT CAB INC,1930 W. LOYOLA AVE.,CHICAGO,IL,60626,Flash Cab Co,Owner-Operator,56Taxi
Taxi,3242,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,R & H CAB CORP,4550 N. CLARENDON AVE.,CHICAGO,IL,60640,Independent1,Owner Manager,3242Taxi
Livery,7807,ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,LIGHT LIMOUSINE GROUP INC.,8517 W. FOSTER AVE.,CHICAGO,IL,60656,,,7807Livery
Livery,8196,ACTIVE,LINCOLN,NAVIGATOR L,2020,BLACK,Gasoline,N,CENTRAL FAMA TRANSPORTATION LLC,2734 S. WENTWORTH AVE.,CHICAGO,IL,60616,,,8196Livery
Medicar,18185,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18185Medicar
Ambulance,5725,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5725Ambulance
Taxi,5187,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,JOHAL CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5187Taxi
Livery,8139,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,LIMOVIA INTERSTELLAR INC.,5515 N. CHRISTIANA AVE.,CHICAGO,IL,60625,,,8139Livery
Charter Sightseeing,23253,ACTIVE,GILLIG,PHANTOM,2015,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,23253Charter Sightseeing
Livery,70450,ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,ABDIAZIZ H. SAHAL,6229 N. MOZART ST.,CHICAGO,IL,60659,,,70450Livery
Taxi,2878,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,AMJED INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,2878Taxi
Taxi,4832,VIOLATION,NISSAN,SENTRA,2019,BLUE,Gasoline,N,CITY TAXI INC.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,4832Taxi
Medicar,5803,INACTIVE,FORD,E250,2005,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5803Medicar
Ambulance,794902,ACTIVE,FORD,E350,2016,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794902Ambulance
Ambulance,806101,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ADVANTAGE AMBULANCE INC,22809  MUSTANG RD.,FRANKFORT,IL,60423,,,806101Ambulance
Charter Sightseeing,14754,INACTIVE,FORD,ECONOLINE,2012,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,14754Charter Sightseeing
Taxi,5353,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,EBJ TAXI HOLDINGS CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,5353Taxi
Taxi,1089,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,"PHUNTSOK, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1089Taxi
Charter Sightseeing,23802,ACTIVE,GILLIG,PHANTOM,2015,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,23802Charter Sightseeing
Ambulance,895401,INACTIVE,FORD,E350,2013,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,895401Ambulance
Taxi,145,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,JIMMYZ TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,145Taxi
Medicar,8849,INACTIVE,FORD,ECONOLINE,2005,WHITE,Gasoline,N,S.O.S. SHUTTLE ONE SERVICES,7808 S. COLES AVE.,CHICAGO,IL,60649,,,8849Medicar
Medicar,18186,RESERVED,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18186Medicar
Medicar,18301,ACTIVE,TOYOTA,SIENNA,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18301Medicar
Taxi,1695,VIOLATION,TOYOTA,CAMRY,2011,BLUE,Hybrid,N,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,1695Taxi
Taxi,1509,SURRENDER,TOYOTA,SIENNA,2023,WHITE,Hybrid,Y,J A SHALOM LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,1509Taxi
Ambulance,808561,ACTIVE,FORD,E350,2018,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,808561Ambulance
Charter Sightseeing,10103,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,301 W. 31ST ST.,CHICAGO,IL,60616,,,10103Charter Sightseeing
Ambulance,818524,ACTIVE,FORD,E450,2021,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,818524Ambulance
Taxi,3673,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,FW CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3673Taxi
Medicar,18302,ACTIVE,TOYOTA,SIENNA,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,18302Medicar
Ambulance,794904,ACTIVE,FORD,TRANSIT,2020,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794904Ambulance
Taxi,6346,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"PERFECT TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,6346Taxi
Livery,9882,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,ECHO LIMOUSINE INC,3821 N. NARRAGANSETT AVE.,CHICAGO,IL,60634,,,9882Livery
Taxi,6955,VIOLATION,DODGE,GRAND CARAVAN,2013,WHITE,Compressed Natural Gas,Y,MIRZASULEMAN CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6955Taxi
Taxi,6712,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MESO HACKING CORP.,5416 N. BROADWAY ST.,CHICAGO,IL,60640,EXPIRED AFFILIATION,Owner Manager,6712Taxi
Taxi,6431,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,POUYA RIDE INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,6431Taxi
Livery,7296,VIOLATION,LINCOLN,MKZ,2018,BLACK,Gasoline,N,TOPDRIVE INC.,4506 N. KEDZIE AVE.,CHICAGO,IL,60625,,,7296Livery
Livery,8999,VIOLATION,LINCOLN,MKT,2013,BLACK,Gasoline,N,ARJAN DAUTAJ,3359 N. NOTTINGHAM AVE.,CHICAGO,IL,60634,,,8999Livery
Charter Sightseeing,23803,ACTIVE,ALEXANDER DENNIS LTD,E400H,2012,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,23803Charter Sightseeing
Ambulance,794911,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794911Ambulance
Ambulance,794912,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794912Ambulance
Medicar,22961,VIOLATION,VOLKSWAGEN,ROUTAN,2010,GRAY,Gasoline,N,SL TRANSPORTATION INC,4610 S. LAWLER AVE.,CHICAGO,IL,60638,,,22961Medicar
Charter Sightseeing,7236,INACTIVE,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7236Charter Sightseeing
Medicar,8759,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,8759Medicar
Ambulance,726805,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,726805Ambulance
Taxi,185,ACTIVE,TOYOTA,CAMRY,2018,BLUE/WHITE,Hybrid,N,BLESSINGS TOO LLC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,185Taxi
Taxi,5338,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SAHARAN CAB INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,5338Taxi
Taxi,3310,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,9TH AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,EXPIRED AFFILIATION,Owner Manager,3310Taxi
Livery,70277,ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,BLACKPRO INC.,6121 N. MOZART ST.,CHICAGO,IL,60659,,,70277Livery
Livery,8228,RESERVED,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,8 STAR LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8228Livery
Taxi,1840,SURRENDER,TOYOTA,RAV4,2013,WHITE,Gasoline,N,"J.R.J. EXPRESS, INC.",4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,1840Taxi
Ambulance,794916,ACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794916Ambulance
Taxi,3806,ACTIVE,TOYOTA,SIENNA,2018,WHITE,Gasoline,Y,"NOORAMZI, INC.",2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,3806Taxi
Pedicab,113,ACTIVE,MAINSTREET,BACK TO BACK,2012,SILVER,Pedal,N,MICHAEL ANGELO SALAS,939 W. 33RD PL.,CHICAGO,IL,60608,,,113Pedicab
Taxi,3900,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,IMAGE TAXICAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,3900Taxi
Taxi,4360,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,WAHIDA CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,4360Taxi
Charter Sightseeing,13143,RESERVED,FORD,F650,2007,WHITE,Gasoline,N,LIMOTAINMENT LLC,1139 W. WOLFRAM ST.,CHICAGO,IL,60657,,,13143Charter Sightseeing
Ambulance,818548,ACTIVE,FORD,F350,2020,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,818548Ambulance
Taxi,5131,VIOLATION,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,INTERWOODEX INC,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,5131Taxi
Livery,8881,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,Speed Racer Inc,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8881Livery
Livery,70684,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70684Livery
Taxi,5753,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,LORIN INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5753Taxi
Charter Sightseeing,22973,ACTIVE,INTL,3500,1997,WHITE,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,22973Charter Sightseeing
Medicar,19363,INACTIVE,DODGE,CARAVAN,2012,WHITE,Gasoline,N,QWIK TRANSPORTATION SERVICES LLC,704 S. INDEPENDENCE BLVD.,CHICAGO,IL,60624,,,19363Medicar
Ambulance,5716,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5716Ambulance
Taxi,2361,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,STATE TAXI INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,2361Taxi
Taxi,2455,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,TOWN CAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2455Taxi
Livery,8613,ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,DELUXE BLACK CAR SERVICE INC,3835 N. CENTRAL PARK AVE.,CHICAGO,IL,60618,,,8613Livery
Ambulance,5580,RESERVED,FORD,E350,2004,YELLOW/BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5580Ambulance
Medicar,6308,INACTIVE,FORD,CAPRICE,2007,WHITE,Gasoline,N,LAKE SHORE MEDICAR INC,2640 W. TOUHY AVE.,CHICAGO,IL,60645,,,6308Medicar
Livery,8423,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,,,8423Livery
Ambulance,794924,ACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794924Ambulance
Medicar,24300,ACTIVE,MAZDA,6 TOURING PLUS,2016,SILVER,Gasoline,N,MONIQUE MCALPINE,2235 S. KOSTNER AVE.,CHICAGO,IL,60623,,,24300Medicar
Livery,70685,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70685Livery
Medicar,8761,RESERVED,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,8761Medicar
Livery,8481,RESERVED,LINCOLN,MKT,2018,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,115 N. PROSPECT AVE.,ITASCA,IL,60143,,,8481Livery
Ambulance,794927,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794927Ambulance
Medicar,8763,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,8763Medicar
Taxi,2823,ACTIVE,TOYOTA,CAMRY,2020,BLUE/WHITE,Hybrid,N,LEE EXPRESS INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2823Taxi
Livery,8497,ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,ELITE SEDAN LIMO INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8497Livery
Taxi,3258,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,LJUBISA SUSA,5026 N. MAJOR AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,3258Taxi
Taxi,1801,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,SONILA & LOLA INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,1801Taxi
Livery,8687,ACTIVE,LINCOLN,NAUTILUS,2022,BLACK,Gasoline,N,GETTA LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8687Livery
Taxi,6919,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,BIBLIAN TAXI INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,6919Taxi
Taxi,3974,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,3974Taxi
Charter Sightseeing,20758,VIOLATION,FREIGHTLINER,TROLLEY,1999,GREEN,Gasoline,N,PREMIER TROLLEY INC,1900 N. AUSTIN AVE.,CHICAGO,IL,60639,,,20758Charter Sightseeing
Taxi,948,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MESFIN INC,850 W. EASTWOOD AVE.,CHICAGO,IL,60640,INDEPENDENT3,Owner-Operator,948Taxi
Medicar,3219,VIOLATION,DODGE,GRAND CARAVAN,2016,SILVER,Gasoline,N,PRECIOUS JEWELS TRANSPORTATION COMPANY,1112 W. 111TH PL.,CHICAGO,IL,60643,,,3219Medicar
Livery,7699,ACTIVE,POLARIS,GEM E6,2019,WHITE,Electric,N,SHEP & COMPANY LLC,4720 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60615,,,7699Livery
Taxi,1289,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"LMB TAXI V, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1289Taxi
Livery,8610,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,MARCO MELENDEZ,1117 N. CROSBY ST.,CHICAGO,IL,60610,,,8610Livery
Taxi,2508,ACTIVE,TOYOTA,SIENNA,2021,GRAY,Hybrid,Y,A1 CAB SERVICE LLC,6524 N. SEELEY AVE.,CHICAGO,IL,60645,Independent1,Owner Manager,2508Taxi
Charter Sightseeing,151110,INACTIVE,FORD,E450,2003,BLACK,Gasoline,N,ANN-ETHE SERVICES LLC,10447 S. GREEN ST.,CHICAGO,IL,60643,,,151110Charter Sightseeing
Taxi,264,ACTIVE,FORD,ESCAPE,2011,GREEN,Hybrid,N,TAURUS CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",264Taxi
Charter Sightseeing,20772,RESERVED,FORD,E450,2001,WHITE,Gasoline,N,LUX DRYVE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,20772Charter Sightseeing
Charter Sightseeing,20779,RESERVED,FORD,F550,2003,WHITE,Gasoline,N,LUX DRYVE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,20779Charter Sightseeing
Taxi,195,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,FUNNY MONICA IN CHICAGO INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,195Taxi
Livery,70278,ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,BLACKPRO INC.,6121 N. MOZART ST.,CHICAGO,IL,60659,,,70278Livery
Livery,7639,ACTIVE,CADILLAC,ESCALADE ESV,2022,BLACK,Gasoline,N,SEBASTIAN CIPRIAN BOHUS,5555 W. EDMUNDS ST.,CHICAGO,IL,60630,,,7639Livery
Taxi,2484,SURRENDER,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,2484Taxi
Taxi,2887,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,BKA CANARY CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2887Taxi
Ambulance,5541,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5541Ambulance
Ambulance,794931,ACTIVE,FORD,TRANSIT,2023,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794931Ambulance
Ambulance,4961,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,4961Ambulance
Charter Sightseeing,22974,ACTIVE,THOMAS,TROLLEY,2005,GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,22974Charter Sightseeing
Livery,8007,ACTIVE,CADILLAC,ESCALADE,2020,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,8007Livery
Ambulance,5527,INACTIVE,FORD,ECONOLINE,2001,,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5527Ambulance
Taxi,252,REVOKED,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SEAN K. INCORPORATED,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,252Taxi
Livery,9742,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,SSH & ASSOCIATES LLC,6155 N. FAIRFIELD AVE.,CHICAGO,IL,60659,,,9742Livery
Livery,9405,ACTIVE,FORD,EXPEDITION PLATINUM,2024,BLACK,Gasoline,N,SAID A NUR,6245 N. CLAREMONT AVE.,CHICAGO,IL,60659,,,9405Livery
Ambulance,5712,RESERVED,FORD,E350,2010,BLUE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5712Ambulance
Taxi,5667,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLACK/STRIPES,Hybrid,N,TUFF GONG INC,7455 N. GREENVIEW AVE.,CHICAGO,IL,60626,Independent1,Owner-Operator,5667Taxi
Livery,7713,RESERVED,GMC,YUKON,2022,BLACK,Gasoline,N,MAX LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7713Livery
Livery,70279,ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,CITY GUIDE INC,4125 N. KEYSTONE AVE.,CHICAGO,IL,60641,,,70279Livery
Taxi,852,ACTIVE,TOYOTA,SIENNA,2018,YELLOW,Gasoline,N,BON CORPORATION,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,852Taxi
Taxi,4977,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"BISMILL TRANS, INC",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,4977Taxi
